,url,publication_dt,byline,book_title,book_author,summary,uuid,uri,isbn13
0,https://www.nytimes.com/2021/01/05/books/review/nick-michael-farris-smith.html,2021-01-05,Ben Fountain,Nick,Michael Farris Smith,The novelist Michael Farris Smith imagines the beginnings of an iconic character in American literature.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316529761']
0,http://www.nytimes.com/2012/01/22/books/review/the-flame-alphabet-by-ben-marcus-book-review.html,2012-01-22,J. ROBERT LENNON,Flame Alphabet,Ben Marcus,"In Ben Marcus’s novel, the sound of children’s speech has become lethal.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307379375']
1,http://www.nytimes.com/2014/01/26/books/review/leaving-the-sea-stories-by-ben-marcus.html,2014-01-26,JIM KRUSOE,Leaving the Sea,Ben Marcus,"Navigating the terrors of adulthood, the characters in Ben Marcus’s story collection resort to extreme survival strategies.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307739988']
2,http://www.nytimes.com/2002/04/28/books/books-in-brief-fiction-poetry-637661.html,2002-04-28,MICHAEL PORTER,Notable American Women: A Novel,Ben Marcus,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780375713781']
3,https://www.nytimes.com/2018/08/31/books/review/ben-marcus-notes-from-the-fog.html,2018-08-31,JEFF GILES,Notes from the Fog: Stories,Ben Marcus,“Notes From the Fog” features the author’s trademark humor and a vision of society both devastatingly bleak and seemingly plausible.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781101947456']
0,http://www.nytimes.com/2002/05/05/books/happy-talk.html,2002-05-05,JENNIFER REESE,My Happy Life,Lydia Millet,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781933368764']
1,http://www.nytimes.com/2011/11/27/books/review/ghost-lights-by-lydia-millet-book-review.html,2011-11-27,JOSH EMMONS,Ghost Lights,Lydia Millet,A journey to the jungles of Belize becomes a soul-searching expedition for Lydia Millet’s mild-mannered hero.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393343458']
2,http://www.nytimes.com/2012/12/09/books/review/magnificence-by-lydia-millet.html,2012-12-09,LISA ZEIDNER,Magnificence,Lydia Millet,A new widow inherits a peculiar Pasadena estate in the final installment of Lydia Millet’s trilogy.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393346855']
3,http://www.nytimes.com/2015/01/04/books/review/mermaids-in-paradise-by-lydia-millet.html,2015-01-04,RENÉ STEINKE,Mermaids in Paradise,Lydia Millet,"Lydia Millet satirizes our rapacious culture in this novel of mermaids, mercenaries and a Caribbean honeymoon gone awry.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393245622']
4,http://www.nytimes.com/2008/03/09/books/review/Waldman-t.html,2008-03-09,ADELLE WALDMAN,How The Dead Dream,Lydia Millet,"In this novel, a developer learns to love the animals he displaces.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780156035460']
5,http://www.nytimes.com/2000/01/23/books/kiss-my-lips.html,2000-01-23,M. G. LORD,"George Bush, Dark Prince of Love: A Presidential Romance",Lydia Millet,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780684862743']
6,http://www.nytimes.com/2005/08/28/books/review/28MEADOWS.html,2005-08-28,SUSANNAH MEADOWS,Oh Pure and Radiant Heart,Lydia Millet,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781932360851']
7,http://www.nytimes.com/2016/05/01/books/review/lydia-millets-sweet-lamb-of-heaven.html,2016-05-01,LAURA LIPPMAN,Sweet Lamb of Heaven,Lydia Millet,"After giving birth, a woman starts hearing a mysterious interior monologue.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393285543']
8,https://www.nytimes.com/2018/08/09/books/review/fight-no-more-lydia-millet.html,2018-08-09,MARISA SILVER,Fight No More,Lydia Millet,"The characters in Lydia Millet’s new linked collection, “Fight No More,” yearn to understand the fractures in their lives.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393635485']
9,https://www.nytimes.com/2020/05/08/books/review/a-childrens-bible-lydia-millet.html,2020-05-08,Jonathan Dee,A Children's Bible,Lydia Millet,"In Lydia Millet’s masterly new novel, “A Children’s Bible,” kids and their parents on holiday confront societal collapse when a storm of biblical proportions strikes the Northeast.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781324005032']
10,https://www.nytimes.com/2020/05/12/books/review/a-childrens-bible-by-lydia-millet-an-excerpt.html,2020-05-12,,A Children's Bible,Lydia Millet,"An excerpt from “A Children’s Bible,” by Lydia Millet",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781324005032']
0,http://www.nytimes.com/2012/07/15/books/review/monument-14-and-no-safety-in-numbers.html,2012-07-15,JENNIFER HUBERT SWAN,NO SAFETY IN NUMBERS,Dayna Lorentz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780142425244']
0,https://www.nytimes.com/2019/03/06/books/review-uninhabitable-earth-life-after-warming-david-wallace-wells.html,2019-03-06,JENNIFER SZALAI,The Uninhabitable Earth,David Wallace-Wells,"David Wallace-Wells’s book, expanding on his viral article in New York magazine, is a lushly written look at the “climate chaos” that will increasingly take over our lives.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780525576709']
0,http://www.nytimes.com/2008/05/04/books/review/Gee-t.html,2008-05-04,SOPHIE GEE,The Mayor’s Tongue,Nathaniel Rich,Nathaniel Rich’s first novel contains two interesting narratives.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781594483684']
1,http://www.nytimes.com/2013/04/14/books/review/odds-against-tomorrow-by-nathaniel-rich.html,2013-04-14,TEDDY WAYNE,Odds Against Tomorrow,Nathaniel Rich,"In Nathaniel Rich’s novel, a mathematician becomes an expert predictor of disaster.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781250043641']
2,https://www.nytimes.com/2018/01/17/books/review/nathaniel-rich-king-zeno.html,2018-01-17,CHRIS BACHELDER,King Zeno,Nathaniel Rich,"In Nathaniel Rich’s “King Zeno,” a great American city and a new kind of music take shape as the Spanish flu and a serial killer both run rampant.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374181314']
0,http://www.nytimes.com/1995/06/11/books/geek-love.html,1995-06-11,JAY MCINERNEY,Microserfs,Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780614977806']
1,http://www.nytimes.com/2000/01/16/books/rerun-romance.html,2000-01-16,TOM SHONE,Miss Wyoming,Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781589458406']
2,http://www.nytimes.com/1998/04/12/books/the-gen-x-files.html,1998-04-12,LAURA MILLER,Girlfriend in a Coma,Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060391782']
3,http://www.nytimes.com/2010/01/10/books/review/Salvatore-t.html,2010-01-10,JOSEPH SALVATORE,Generation A,Douglas Coupland,"This novel, set in a near future when bees are thought to have become extinct, is not a sequel to but rather a thematic wink at Douglas Coupland’s 1991 debut, “Generation X.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312054366']
4,http://www.nytimes.com/2007/10/14/books/review/Theroux-t.html,2007-10-14,MARCEL THEROUX,The Gum Thief,Douglas Coupland,Douglas Coupland writes as Roger writing as Steve reading Kyle writing as Norm (based on Roger).,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781596915206']
5,http://www.nytimes.com/2006/05/21/books/review/21itzkoff.html,2006-05-21,Review by  DAVE ITZKOFF,JPod,Douglas Coupland,Douglas Coupland's latest tour through a techno-literate but socially alienated universe.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781596911055']
6,http://www.nytimes.com/2011/01/09/books/review/Carr-t.html,2011-01-09,DAVID CARR,Marshall McLuhan: You Know Nothing of My Work!,Douglas Coupland,Douglas Coupland takes a pop-culture approach in this short biography of the media savant.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781935633167']
7,http://www.nytimes.com/2014/03/30/books/review/douglas-couplands-worst-person-ever.html,2014-03-30,B. J. NOVAK,Worst. Person. Ever.,Douglas Coupland,A gleefully mean cameraman lands a reality TV assignment on a remote Pacific island.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780399168437']
8,http://www.nytimes.com/1994/03/08/books/books-of-the-times-a-new-lost-generation-gathers-wool-at-the-mall.html,1994-03-08,MICHIKO KAKUTANI,Life After God,Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780671874339']
9,http://www.nytimes.com/1996/07/21/books/slouching-toward-brentwood.html,1996-07-21,M. G. LORD,Polaroids From the Dead,Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060391492']
10,http://www.nytimes.com/2001/09/16/books/bad-stuff-happens.html,2001-09-16,JENNIFER REESE,All Families Are Psychotic,Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781582341651']
11,http://www.nytimes.com/2003/07/06/books/books-in-brief-fiction-poetry-279684.html,2003-07-06,MEGAN HARLAN,"Hey Nostradamus!: A Novel (Coupland, Douglas)",Douglas Coupland,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781582343587']
12,http://www.nytimes.com/2010/12/12/books/review/Martin-t.html,2010-12-12,CAMERON MARTIN,Player One: What Is to Become of Us (CBC Massey Lecture),Douglas Coupland,"Novels by Douglas Coupland, Ron Cooper, Eric Gansworth, Robert Steiner and Benjamin Percy.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780887849688']
0,https://www.nytimes.com/2020/08/04/books/review/tender-is-the-flesh-agustina-bazterrica.html,2020-08-04,Daniel Kraus,Tender Is the Flesh,Agustina Bazterrica,"Agustina Bazterrica’s dystopian second novel, “Tender Is the Flesh,” uses cannibalism to highlight the inhumanity of factory farming.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781982150921']
0,https://www.nytimes.com/2017/04/25/books/review/book-of-joan-of-arc-lidia-yuknavitch.html,2017-04-25,JEFF VANDERMEER,The Book of Joan,Lidia Yuknavitch,"In Lidia Yuknavitch’s novel “The Book of Joan,” a space colony of survivors orbits a post-apocalyptic Earth.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780062383273']
0,https://www.nytimes.com/2017/10/13/books/review/gather-the-daughters-jennie-melamed.html,2017-10-13,CLAIRE JARVIS,Gather the Daughters,Jennie Melamed,"“Gather the Daughters,” a debut novel by Jennie Melamed, imagines a world of repression and submission.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780316463652']
0,http://www.nytimes.com/2012/07/22/books/review/a-hologram-for-the-king-by-dave-eggers.html,2012-07-22,PICO IYER,Hologram for the King,Dave Eggers,"In his new novel, a parable of America in the global economy, Dave Eggers shows some of the range and serious engagement with American ideals that characterized the work of Norman Mailer.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307947512', '9781936365746', '9781938073311']"
1,http://www.nytimes.com/2012/06/14/books/dave-eggerss-new-novel-a-hologram-for-the-king.html,2012-06-14,MICHIKO KAKUTANI,A Hologram for the King,Dave Eggers,Dave Eggers has written a new novel set in Saudi Arabia that introduces a distinctive voice.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307947512']
2,http://www.nytimes.com/2006/11/07/books/07kaku.html,2006-11-07,MICHIKO KAKUTANI,What Is the What,Dave Eggers,Dave Eggers’s new book is a startling act of literary ventriloquism that recounts the harrowing story of a Sudanese refugee.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307385901']
3,http://www.nytimes.com/2006/12/24/books/review/Prose.t.html,2006-12-24,FRANCINE PROSE,What Is the What,Dave Eggers,Dave Eggers’s tale of a Sudanese refugee’s nightmarish flight has the imaginative sweep and the emotional power of an epic. ,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307385901']
4,http://www.nytimes.com/2013/11/03/books/review/the-circle-by-dave-eggers.html,2013-11-03,ELLEN ULLMAN,The Circle,Dave Eggers,"In Dave Eggers’s dystopian novel, an eager young woman gives up her private life to work at a company called the Circle.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345807298']
5,http://www.nytimes.com/2014/06/29/books/review/dave-eggerss-your-fathers-where-are-they-and-the-prophets-do-they-live-forever.html,2014-06-29,PHIL KLAY,"Your Fathers, Where Are They? And the Prophets, Do They Live Forever?",Dave Eggers,A novel in dialogue between a man and a series of people he has kidnapped and chained up in a decommissioned military base.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781101874196']
6,http://www.nytimes.com/2000/02/01/books/books-of-the-times-clever-young-man-raises-sweet-little-brother.html,2000-02-01,MICHIKO KAKUTANI,A Heartbreaking Work of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780684863474']
7,http://www.nytimes.com/2002/10/08/books/books-of-the-times-travelers-in-a-giving-mood-but-agonizing-on-the-way.html,2002-10-08,MICHIKO KAKUTANI,You Shall Know Our Velocity,Dave Eggers,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780970335555']
8,http://www.nytimes.com/2002/11/10/books/we-are-the-fourth-world.html,2002-11-10,JOHN LEONARD,You Shall Know Our Velocity,Dave Eggers,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780970335555']
9,http://www.nytimes.com/2004/10/03/books/review/03GENZLIN.html,2004-10-03,NEIL GENZLINGER,"Created in Darkness by Troubled Americans: The Best of McSweeney's, Humor Category",Dave Eggers,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781400042241']
10,http://www.nytimes.com/2004/12/05/books/review/05SCOTTL.html,2004-12-05,A. O. SCOTT,How We Are Hungry: Stories,Dave Eggers,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781932416138']
11,http://www.nytimes.com/2013/10/04/books/the-circle-dave-eggerss-new-novel.html,2013-10-04,MICHIKO KAKUTANI,The Circle,Dave Eggers,"“The Circle,” the new novel by Dave Eggers, describes a woman at the center of a Google-like social media company with a deep reach into its users’ lives.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385351393']
12,http://www.nytimes.com/2016/07/24/books/review/dave-eggers-heroes-of-the-frontier.html,2016-07-24,BARBARA KINGSOLVER,Heroes of the Frontier,Dave Eggers,"In Dave Eggers’s “Heroes of the Frontier,” a single mother imagining a new life takes her kids on the lam in Alaska.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780451493804']
13,https://www.nytimes.com/2018/03/30/books/review/monk-mokha-dave-eggers.html,2018-03-30,GHAITH ABDUL-AHAD,The Monk of Mokha,Dave Eggers,"In his new book, “The Monk of Mokha,” Dave Eggers describes what happened when an idealistic young American decided to revive Yemen’s 500-year-old coffee trade.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781101947319']
